日期,品种,合约,合约月份,席位,多头持仓,空头持仓,净持仓,净持仓方向,多头增减仓,空头增减仓
20260306,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260306,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260309,菜粕,RM2609,09,中粮期货,15909,43811,-27902,净空,-2509,492
20260309,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260309,菜粕,RM2609,09,摩根大通期货,0,0,0,持平,0,0
20260309,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260309,菜粕,RM2701,01,中粮期货,0,1131,-1131,净空,0,23
20260309,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260309,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260309,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260310,菜粕,RM2609,09,中粮期货,15961,46327,-30366,净空,52,2516
20260310,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260310,菜粕,RM2609,09,摩根大通期货,0,0,0,持平,0,0
20260310,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260310,菜粕,RM2701,01,中粮期货,0,1110,-1110,净空,0,-21
20260310,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260310,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260310,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260311,菜粕,RM2609,09,中粮期货,17822,40285,-22463,净空,1861,-6042
20260311,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260311,菜粕,RM2609,09,摩根大通期货,0,3163,-3163,净空,0,0
20260311,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260311,菜粕,RM2701,01,中粮期货,0,1110,-1110,净空,0,0
20260311,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260311,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260311,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260312,菜粕,RM2609,09,中粮期货,10507,38802,-28295,净空,-7315,-1483
20260312,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260312,菜粕,RM2609,09,摩根大通期货,0,0,0,持平,0,0
20260312,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260312,菜粕,RM2701,01,中粮期货,0,1112,-1112,净空,0,2
20260312,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260312,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260312,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260313,菜粕,RM2609,09,中粮期货,8992,37706,-28714,净空,-1515,-1096
20260313,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260313,菜粕,RM2609,09,摩根大通期货,0,0,0,持平,0,0
20260313,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260313,菜粕,RM2701,01,中粮期货,0,1104,-1104,净空,0,-8
20260313,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260313,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260313,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260316,菜粕,RM2609,09,中粮期货,10294,40830,-30536,净空,1302,3124
20260316,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260316,菜粕,RM2609,09,摩根大通期货,0,0,0,持平,0,0
20260316,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260316,菜粕,RM2701,01,中粮期货,0,1099,-1099,净空,0,-5
20260316,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
20260316,菜粕,RM2701,01,摩根大通期货,0,0,0,持平,0,0
20260316,菜粕,RM2701,01,瑞银期货,0,0,0,持平,0,0
20260317,菜粕,RM2609,09,中粮期货,11097,45770,-34673,净空,803,4940
20260317,菜粕,RM2609,09,乾坤期货,0,0,0,持平,0,0
20260317,菜粕,RM2609,09,摩根大通期货,0,5663,-5663,净空,0,3000
20260317,菜粕,RM2609,09,瑞银期货,0,0,0,持平,0,0
20260317,菜粕,RM2701,01,中粮期货,0,1467,-1467,净空,0,368
20260317,菜粕,RM2701,01,乾坤期货,0,0,0,持平,0,0
